image_path,file_exists,status,bytes,asset_id,profile_id,profile_name,name,description,file_id,filename,mime_type,service_date,historical_cost,valuation_cost,is_disposed,updated,attr_Abutment Material,attr_Adjacent Slope,attr_Area,attr_Bldg Number of Months in Use,attr_Bridge Type,attr_Cross Slope Average,attr_Cross Slope Max,attr_Decking Material,attr_Distance Between Benches,attr_Fall Height,attr_GIS ID,attr_Has Edge Guard,attr_Has Pedestrian Railing,attr_Has Pedestrian Walkway,attr_Height,attr_Last Inspection by Qualified Professional,attr_Length,attr_Load Capacity,attr_Manufacturer,"attr_Material (Frame, Tank, Body)",attr_Next Inspection by Qualified Professional,attr_Next Inspection by Staff,attr_Number of Steps,attr_Obstacle Max Height,attr_PO2026 Agrmt Priority,attr_Pipe Diameter,attr_Quantity of Shots,attr_Sign Mount Type,attr_Structure Material,attr_Structure Position,attr_Surface Material,attr_Tent Pad Type,attr_Tool Station Available,attr_Trail Gradient Average,attr_Trail Gradient Max,attr_Trail Surface Description,attr_Trail Use Type,attr_Trail Width Average,attr_Trail Width Minimum,attr_Vehicle Access,attr_Width,attr_acs Accessible Priority,attr_acs Is Asset Accessible,attr_acs Is the Route to the Asset Accessible
data/citywide/images/253/56468/28333__AST_EX_20211019_135832.jpeg,True,skip,105028,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,28333,AST_EX_20211019_135832.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56468/28345__AST_EX_20211019_135709.jpeg,True,skip,126569,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,28345,AST_EX_20211019_135709.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56468/78488__AST_EX_20250121_131502.jpeg,True,skip,93023,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,78488,AST_EX_20250121_131502.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56468/78491__AST_EX_20250121_131441.jpeg,True,skip,84896,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,78491,AST_EX_20250121_131441.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56468/78494__AST_EX_20250121_131429.jpeg,True,skip,86695,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,78494,AST_EX_20250121_131429.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56468/78496__AST_EX_20250121_131403.jpeg,True,skip,90154,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,78496,AST_EX_20250121_131403.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56468/78498__AST_EX_20250121_131412.jpeg,True,skip,88818,56468,253,Trail Bridge,Trail Bridge,Middle Bridge - Wooden Glulam Arch,78498,AST_EX_20250121_131412.jpeg,image/jpeg,1979-01-01,7378.0,23940.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56468,Yes,TBD,,1,2023-08-22,17,0,,Timber/Wood,2028-04-04,2026-01-21,,,high,,,,Timber,,TBD,,,,,,,,,No,2.5,Medium,Yes,No
data/citywide/images/253/56469/26401__AST_EX_20211013_112159.jpeg,True,skip,120678,56469,253,Trail Bridge,Trail Bridge,Pedestrian Bridge,26401,AST_EX_20211013_112159.jpeg,image/jpeg,1980-01-01,2832.0,8550.0,False,2026-04-28 08:50:10.685393+00,Concrete,,,,Beam,,,Timber,,-1,bridges.56469,No,No railings,,3,1980-01-01,15,500,,Timber/Wood,,2025-05-31,,,high,,,,Timber,,TBD,,,,,,,,,No,4,Medium,No,No
data/citywide/images/253/56469/26420__AST_EX_20211013_112134.jpeg,True,skip,140378,56469,253,Trail Bridge,Trail Bridge,Pedestrian Bridge,26420,AST_EX_20211013_112134.jpeg,image/jpeg,1980-01-01,2832.0,8550.0,False,2026-04-28 08:50:10.685393+00,Concrete,,,,Beam,,,Timber,,-1,bridges.56469,No,No railings,,3,1980-01-01,15,500,,Timber/Wood,,2025-05-31,,,high,,,,Timber,,TBD,,,,,,,,,No,4,Medium,No,No
data/citywide/images/253/56470/26858__AST_EX_20211014_103908.jpeg,True,skip,95278,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,26858,AST_EX_20211014_103908.jpeg,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/66972__LQF_Upper_Bridge_2022-10-25__1_.JPG,True,skip,10238488,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,66972,LQF_Upper Bridge_2022-10-25 (1).JPG,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/66973__LQF_Upper_Bridge_2022-10-25__2_.JPG,True,skip,8851192,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,66973,LQF_Upper Bridge_2022-10-25 (2).JPG,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/66974__LQF_Upper_Bridge_2022-10-25__3_.JPG,True,skip,10065508,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,66974,LQF_Upper Bridge_2022-10-25 (3).JPG,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/66975__LQF_Upper_Bridge_2022-10-25__5_.JPG,True,skip,6785724,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,66975,LQF_Upper Bridge_2022-10-25 (5).JPG,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/70778__IMG_0162.jpg,True,skip,7223812,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,70778,IMG_0162.jpg,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/70779__IMG_0163.jpg,True,skip,4816858,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,70779,IMG_0163.jpg,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56470/70780__IMG_0164.jpg,True,skip,4378830,56470,253,Trail Bridge,Trail Bridge,Lower Campground Bridge - Wooden Glulam Beam,70780,IMG_0164.jpg,image/jpeg,2006-01-01,4213.0,5130.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56470,No,TBD,,0,2006-01-01,27,0,,Timber/Wood,2028-04-04,2025-06-21,,,high,,,,Timber,,TBD,,,,,,,,,No,1.7,Medium,No,No
data/citywide/images/253/56533/41111__AST_EX_20220512_124053.jpeg,True,skip,88294,56533,253,Trail Bridge,Trail Bridge,"Lockhart Creek Bc; Item description: ALUMINUM FRAME 2X6 DECKING ; Specifications: 2X6 RAILS, 24FT LONG ;",41111,AST_EX_20220512_124053.jpeg,image/jpeg,1990-01-01,3777.0,6400.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.56533,No,TBD,,1.2,1990-01-01,16.00,0.00,,Timber/Wood,1995-01-01,2025-08-11,,,high,,,,Aluminum,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/56533/72330__AST_EX_20240811_112412.jpeg,True,skip,101467,56533,253,Trail Bridge,Trail Bridge,"Lockhart Creek Bc; Item description: ALUMINUM FRAME 2X6 DECKING ; Specifications: 2X6 RAILS, 24FT LONG ;",72330,AST_EX_20240811_112412.jpeg,image/jpeg,1990-01-01,3777.0,6400.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.56533,No,TBD,,1.2,1990-01-01,16.00,0.00,,Timber/Wood,1995-01-01,2025-08-11,,,high,,,,Aluminum,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/56777/60079__bridge-done.jpg,True,skip,119673,56777,253,Trail Bridge,Trail Bridge,Maquinna Dayuse; Specifications: 15 FT X 4 FT C/W HANDRAILS;,60079,bridge-done.jpg,image/jpeg,1991-01-01,4969.0,7866.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.56777,No,No railings,,0,1991-01-01,0,0,,TBD,,2026-02-03,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/56858/45766__Marble_Canyon_033.jpg,True,skip,281611,56858,253,Trail Bridge,Trail Bridge,Marble Canyon Campground,45766,Marble Canyon 033.jpg,image/jpeg,1993-01-01,5724.0,8550.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1.00,bridges.56858,Yes,TBD,,0.00,2022-08-18,6.10,0.00,,,2026-08-01,2026-05-12,,,high,,,,Timber,,,,,,,,,,,No,1.02,Medium,No,No
data/citywide/images/253/56858/82027__AST_EX_20250512_115721.jpeg,True,skip,135510,56858,253,Trail Bridge,Trail Bridge,Marble Canyon Campground,82027,AST_EX_20250512_115721.jpeg,image/jpeg,1993-01-01,5724.0,8550.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1.00,bridges.56858,Yes,TBD,,0.00,2022-08-18,6.10,0.00,,,2026-08-01,2026-05-12,,,high,,,,Timber,,,,,,,,,,,No,1.02,Medium,No,No
data/citywide/images/253/56876/21691__IMG_0687.JPG,True,skip,7653691,56876,253,Trail Bridge,Trail Bridge 2,"Marble River Trail; Item description: 27 METRES, ESTIMATED COST;",21691,IMG_0687.JPG,image/jpeg,2001-01-01,7488.0,10000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56876,No,No railings,,1,2001-01-01,27,0,,TBD,2006-01-01,2025-10-26,,,high,,,,TBD,,TBD,,,,,,,,,No,1.5,Medium,TBD,No
data/citywide/images/253/56876/76071__s26.jpg,True,skip,5491793,56876,253,Trail Bridge,Trail Bridge 2,"Marble River Trail; Item description: 27 METRES, ESTIMATED COST;",76071,s26.jpg,image/jpeg,2001-01-01,7488.0,10000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.56876,No,No railings,,1,2001-01-01,27,0,,TBD,2006-01-01,2025-10-26,,,high,,,,TBD,,TBD,,,,,,,,,No,1.5,Medium,TBD,No
data/citywide/images/253/57117/1624__AST_EX_20210622_162200.jpeg,True,skip,455201,57117,253,Trail Bridge,Trail Bridge,"Trail Bridge with hand rails, aluminum 'C' Channel beams on wood sills.",1624,AST_EX_20210622_162200.jpeg,image/jpeg,2006-01-01,25278.0,30780.0,True,2026-01-02 16:13:22.359492+00,Timber,,,,Beam,,,Timber,,,bridges.57117,No,TBD,,0.5,,6,0,,Timber/Wood,2024-05-01,2025-08-13,,,Not Applicable,,,,Timber,,Wood or Timber,,,,,,,,,No,1.21,Low,No,No
data/citywide/images/253/57117/19425__AST_EX_20210831_141427.jpeg,True,skip,100772,57117,253,Trail Bridge,Trail Bridge,"Trail Bridge with hand rails, aluminum 'C' Channel beams on wood sills.",19425,AST_EX_20210831_141427.jpeg,image/jpeg,2006-01-01,25278.0,30780.0,True,2026-01-02 16:13:22.359492+00,Timber,,,,Beam,,,Timber,,,bridges.57117,No,TBD,,0.5,,6,0,,Timber/Wood,2024-05-01,2025-08-13,,,Not Applicable,,,,Timber,,Wood or Timber,,,,,,,,,No,1.21,Low,No,No
data/citywide/images/253/57117/72426__AST_EX_20240813_154124.jpeg,True,skip,108370,57117,253,Trail Bridge,Trail Bridge,"Trail Bridge with hand rails, aluminum 'C' Channel beams on wood sills.",72426,AST_EX_20240813_154124.jpeg,image/jpeg,2006-01-01,25278.0,30780.0,True,2026-01-02 16:13:22.359492+00,Timber,,,,Beam,,,Timber,,,bridges.57117,No,TBD,,0.5,,6,0,,Timber/Wood,2024-05-01,2025-08-13,,,Not Applicable,,,,Timber,,Wood or Timber,,,,,,,,,No,1.21,Low,No,No
data/citywide/images/253/57118/1343__AST_EX_20210621_124720.jpeg,True,skip,466920,57118,253,Trail Bridge,Trail Bridge,"Foot bridge with railings, near Miracle Beach Drive. Concrete abutment, steel I-Beams, chain link fencing barrier along railings.",1343,AST_EX_20210621_124720.jpeg,image/jpeg,2006-01-01,15448.0,18810.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.57118,No,TBD,,1,2006-01-01,6.00,0.00,,Timber/Wood,2011-01-01,2025-11-04,,,high,,,,Timber,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/57118/19426__AST_EX_20210831_135853.jpeg,True,skip,94684,57118,253,Trail Bridge,Trail Bridge,"Foot bridge with railings, near Miracle Beach Drive. Concrete abutment, steel I-Beams, chain link fencing barrier along railings.",19426,AST_EX_20210831_135853.jpeg,image/jpeg,2006-01-01,15448.0,18810.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.57118,No,TBD,,1,2006-01-01,6.00,0.00,,Timber/Wood,2011-01-01,2025-11-04,,,high,,,,Timber,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/57118/19848__AST_EX_20210831_140601.jpeg,True,skip,77935,57118,253,Trail Bridge,Trail Bridge,"Foot bridge with railings, near Miracle Beach Drive. Concrete abutment, steel I-Beams, chain link fencing barrier along railings.",19848,AST_EX_20210831_140601.jpeg,image/jpeg,2006-01-01,15448.0,18810.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.57118,No,TBD,,1,2006-01-01,6.00,0.00,,Timber/Wood,2011-01-01,2025-11-04,,,high,,,,Timber,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/57118/21166__AST_EX_20210831_140504.jpeg,True,skip,66487,57118,253,Trail Bridge,Trail Bridge,"Foot bridge with railings, near Miracle Beach Drive. Concrete abutment, steel I-Beams, chain link fencing barrier along railings.",21166,AST_EX_20210831_140504.jpeg,image/jpeg,2006-01-01,15448.0,18810.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.57118,No,TBD,,1,2006-01-01,6.00,0.00,,Timber/Wood,2011-01-01,2025-11-04,,,high,,,,Timber,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/57118/76868__AST_EX_20241104_134700.jpeg,True,skip,65097,57118,253,Trail Bridge,Trail Bridge,"Foot bridge with railings, near Miracle Beach Drive. Concrete abutment, steel I-Beams, chain link fencing barrier along railings.",76868,AST_EX_20241104_134700.jpeg,image/jpeg,2006-01-01,15448.0,18810.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,Beam,,,Timber,,-1,bridges.57118,No,TBD,,1,2006-01-01,6.00,0.00,,Timber/Wood,2011-01-01,2025-11-04,,,high,,,,Timber,,TBD,,,,,,,,,No,1.00,Medium,No,No
data/citywide/images/253/57292/19500__AST_EX_20210828_083155.jpeg,True,skip,117153,57292,253,Trail Bridge,Trail Bridge,See notes,19500,AST_EX_20210828_083155.jpeg,image/jpeg,2000-01-01,4364.0,6000.0,True,2026-01-02 16:13:23.214364+00,TBD,,,,TBD,,,TBD,,,bridges.57292,No,No railings,,0,,0,0,,TBD,2024-05-01,2025-08-30,,,Not Applicable,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57292/73099__AST_EX_20240830_114725.jpeg,True,skip,131375,57292,253,Trail Bridge,Trail Bridge,See notes,73099,AST_EX_20240830_114725.jpeg,image/jpeg,2000-01-01,4364.0,6000.0,True,2026-01-02 16:13:23.214364+00,TBD,,,,TBD,,,TBD,,,bridges.57292,No,No railings,,0,,0,0,,TBD,2024-05-01,2025-08-30,,,Not Applicable,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57292/73100__AST_EX_20240830_114743.jpeg,True,skip,138754,57292,253,Trail Bridge,Trail Bridge,See notes,73100,AST_EX_20240830_114743.jpeg,image/jpeg,2000-01-01,4364.0,6000.0,True,2026-01-02 16:13:23.214364+00,TBD,,,,TBD,,,TBD,,,bridges.57292,No,No railings,,0,,0,0,,TBD,2024-05-01,2025-08-30,,,Not Applicable,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/21651__MI_20210912_100448.jpg,True,skip,392332,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,21651,MI_20210912_100448.jpg,image/jpeg,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/21670__MI_20210912_100600.jpg,True,skip,1200665,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,21670,MI_20210912_100600.jpg,image/jpeg,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/70103__image.png,True,skip,227358,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,70103,image.png,image/png,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/70104__image.png,True,skip,206010,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,70104,image.png,image/png,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/70105__image.png,True,skip,210315,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,70105,image.png,image/png,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/70106__image.png,True,skip,196493,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,70106,image.png,image/png,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/70107__image.png,True,skip,217303,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,70107,image.png,image/png,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57507/70108__image.png,True,skip,205227,57507,253,Trail Bridge,Trail Bridge,Monkman Backcountry; Item description: CROSSING THE MURRAY RIVER; Comments: METAL SUSPENSION BRIDGE,70108,image.png,image/png,1990-01-01,30274.0,51300.0,False,2026-04-28 08:50:10.685393+00,TBD,,,,TBD,,,TBD,,-1,bridges.57507,No,No railings,,0,2024-05-21,0,0,,TBD,1995-01-01,2025-06-25,,,high,,,,TBD,,TBD,,,,,,,,,No,1,Medium,TBD,TBD
data/citywide/images/253/57833/61125__AST_EX_20220824_132838.jpeg,True,skip,126263,57833,253,Trail Bridge,Trail Bridge,Mount Fernie Backcountry; Item description: ALUMINUM FOOT BRIDGE 60'; Comments: OVER LIZARD CREEK AT THE NE TRAIL CROSSING LOOP ON THE ISLAND LAKE LODGE ACCESS ROAD,61125,AST_EX_20220824_132838.jpeg,image/jpeg,2012-01-01,40493.0,45000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.57833,No,TBD,,2,2012-01-01,8.6,0,,Timber/Wood,2017-01-01,2026-05-01,,,high,,,,Timber,,Wood or Timber,,,,,,,,,No,1.2,Medium,No,No
data/citywide/images/253/57833/61126__AST_EX_20220824_132806.jpeg,True,skip,127931,57833,253,Trail Bridge,Trail Bridge,Mount Fernie Backcountry; Item description: ALUMINUM FOOT BRIDGE 60'; Comments: OVER LIZARD CREEK AT THE NE TRAIL CROSSING LOOP ON THE ISLAND LAKE LODGE ACCESS ROAD,61126,AST_EX_20220824_132806.jpeg,image/jpeg,2012-01-01,40493.0,45000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.57833,No,TBD,,2,2012-01-01,8.6,0,,Timber/Wood,2017-01-01,2026-05-01,,,high,,,,Timber,,Wood or Timber,,,,,,,,,No,1.2,Medium,No,No
data/citywide/images/253/57834/61100__AST_EX_20220824_140932.jpeg,True,skip,90337,57834,253,Trail Bridge,Trail Bridge,Mount Fernie Day Use; Item description: PURCHASED THROUGH SEN WESTERN LTD IN VANCOUVER; Specifications: 4-DEE ENGINEERING LTD OF KELOWNA DID THE DRAWING AND DESIGN WORK INCL. FINAL INSLPECTION;,61100,AST_EX_20220824_140932.jpeg,image/jpeg,2020-01-01,34806.0,34200.0,False,2026-04-28 08:50:10.685393+00,Steel,,,,Beam,,,Timber,,-1,bridges.57834,No,TBD,,2,2020-01-01,7.5,0,,Steel,2025-01-01,2026-05-01,,,high,,,,Steel,,Wood or Timber,,,,,,,,,No,2,Medium,Yes,No
data/citywide/images/253/57834/61123__AST_EX_20220824_140905.jpeg,True,skip,127679,57834,253,Trail Bridge,Trail Bridge,Mount Fernie Day Use; Item description: PURCHASED THROUGH SEN WESTERN LTD IN VANCOUVER; Specifications: 4-DEE ENGINEERING LTD OF KELOWNA DID THE DRAWING AND DESIGN WORK INCL. FINAL INSLPECTION;,61123,AST_EX_20220824_140905.jpeg,image/jpeg,2020-01-01,34806.0,34200.0,False,2026-04-28 08:50:10.685393+00,Steel,,,,Beam,,,Timber,,-1,bridges.57834,No,TBD,,2,2020-01-01,7.5,0,,Steel,2025-01-01,2026-05-01,,,high,,,,Steel,,Wood or Timber,,,,,,,,,No,2,Medium,Yes,No
data/citywide/images/253/57835/61105__AST_EX_20220824_113524.jpeg,True,skip,83911,57835,253,Trail Bridge,Trail Bridge,Mount Fernie Backcountry; Item description: BRIDGE LOCATED ALONG NATURE TRAIL; Comments: REPLACED IN 2010,61105,AST_EX_20220824_113524.jpeg,image/jpeg,2010-01-01,8644.0,10000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.57835,Yes,TBD,,3,2010-01-01,16.5,0,,Timber/Wood,2015-01-01,2026-05-01,,,high,,,,Timber,,Wood or Timber,,,,,,,,,No,1,Medium,No,No
data/citywide/images/253/57835/61140__AST_EX_20220824_113129.jpeg,True,skip,134186,57835,253,Trail Bridge,Trail Bridge,Mount Fernie Backcountry; Item description: BRIDGE LOCATED ALONG NATURE TRAIL; Comments: REPLACED IN 2010,61140,AST_EX_20220824_113129.jpeg,image/jpeg,2010-01-01,8644.0,10000.0,False,2026-04-28 08:50:10.685393+00,Timber,,,,Beam,,,Timber,,-1,bridges.57835,Yes,TBD,,3,2010-01-01,16.5,0,,Timber/Wood,2015-01-01,2026-05-01,,,high,,,,Timber,,Wood or Timber,,,,,,,,,No,1,Medium,No,No
